,Unnamed: 0,id_name,is_potentially_hazardous_asteroid,estimated_diameter.meters.estimated_diameter_min,estimated_diameter.meters.estimated_diameter_max,close_approach_date,epoch_date_close_approach,orbiting_body,relative_velocity.kilometers_per_second,relative_velocity.kilometers_per_hour,orbit_class_description
107,120,3264189-(2004 YD),False,42.1264610556,94.1976305719,1995-01-20 00:00:00.000000,1970-01-01 00:13:10.595640,earth,10.4078371003,37468.2135612528, An-asteroid-orbit-contained-entirely-within-the-orbit-of-the-Eart  
108,121,3740496-(2016 AG193),False,53.0340723319,118.5877908577,1995-01-20 00:00:00.000000,1970-01-01 00:13:10.606080,earth,15.259069392,54932.6498111989, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
109,122,3702918-(2014 YC9),False,44.1118199997,98.6370281305,1995-01-20 00:00:00.000000,1970-01-01 00:13:10.605840,earth,7.5241225943,27086.8413394526,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
110,123,3092134-(1995 BK2),False,80.2703167283,179.4898847799,1995-01-29 00:00:00.000000,1970-01-01 00:13:11.352120,earth,14.8737367384,53545.4522582771,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
111,124,2103067-103067 (1999 XA143),True,1160.2590820944,2594.4181790745,1995-01-29 00:00:00.000000,1970-01-01 00:13:11.378400,earth,26.152266264,94148.1585503345, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
112,125,3802063-(2018 FV3),False,21.113244479,47.2106498806,1995-01-29 00:00:00.000000,1970-01-01 00:13:11.406960,earth,4.7052001796,16938.7206464335,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
113,127,3769817-(2017 DU34),False,11.6025908209,25.9441817907,1995-01-29 00:00:00.000000,1970-01-01 00:13:11.356500,earth,18.156127252,65362.0581071525,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
114,128,2396793-396793 (2004 JN2),False,253.8370293645,567.5968528656,1995-01-27 00:00:00.000000,1970-01-01 00:13:11.215440,earth,14.1607747201,50978.7889925314, An-asteroid-orbit-contained-entirely-within-the-orbit-of-the-Eart  
115,130,3556968-(2011 CT4),True,183.8886720703,411.1875710413,1995-01-27 00:00:00.000000,1970-01-01 00:13:11.174880,earth,29.4113861383,105880.9900977965, An-asteroid-orbit-contained-entirely-within-the-orbit-of-the-Eart  
116,131,3768617-(2017 CP1),False,31.9561886721,71.4562101727,1995-01-27 00:00:00.000000,1970-01-01 00:13:11.199900,earth,9.2549534024,33317.8322487111, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
117,132,3451792-(2009 FH),False,12.7219878539,28.4472296503,1995-01-27 00:00:00.000000,1970-01-01 00:13:11.221260,earth,4.2327906836,15238.0464608016,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
118,133,3831167-(2018 TC),False,12.7219878539,28.4472296503,1995-01-27 00:00:00.000000,1970-01-01 00:13:11.249160,earth,8.5994425119,30957.9930428901, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
119,134,3879275-(2019 UU1),False,2.2108281036,4.9435619262,1995-01-27 00:00:00.000000,1970-01-01 00:13:11.239860,earth,7.3642513415,26511.3048293448, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
120,135,2393569-393569 (2003 JC13),False,231.5021222103,517.6544821978,1995-01-28 00:00:00.000000,1970-01-01 00:13:11.315820,earth,20.74106128,74667.8206079143,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
121,136,3788891-(2017 UA45),False,16.0160337979,35.8129403019,1995-01-28 00:00:00.000000,1970-01-01 00:13:11.321820,earth,3.664721939,13192.9989804473, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
122,137,3763424-(2016 VG2),False,350.3926411083,783.5017643338,1995-01-28 00:00:00.000000,1970-01-01 00:13:11.277240,earth,15.9660121288,57477.6436636246, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
123,138,2005751-5751 Zao (1992 AC),False,2914.4390453486,6516.883821679,1995-01-25 00:00:00.000000,1970-01-01 00:13:11.073240,earth,8.6774492303,31238.8172290412, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
124,140,3689345-(2014 SW141),False,92.1626548503,206.0819612321,1995-01-25 00:00:00.000000,1970-01-01 00:13:11.019960,earth,6.3517771942,22866.3978992155,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
125,141,3797849-(2018 BY2),True,211.1324447897,472.1064988055,1995-01-25 00:00:00.000000,1970-01-01 00:13:11.020080,earth,17.8355471184,64207.9696261723,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
126,142,3724644-(2015 OL35),True,667.6594134952,1492.931834393,1995-01-25 00:00:00.000000,1970-01-01 00:13:11.036040,earth,17.2838534152,62221.8722947351, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
127,143,3837955-(2019 BA1),False,96.5061469579,215.7943048444,1995-01-25 00:00:00.000000,1970-01-01 00:13:11.049660,earth,19.4399963922,69983.9870118239,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
128,144,3365921-(2007 AM),False,121.4940407996,271.6689340891,1995-01-25 00:00:00.000000,1970-01-01 00:13:11.059920,earth,26.0391297057,93740.866940381, An-asteroid-orbit-contained-entirely-within-the-orbit-of-the-Eart  
129,145,3703539-(2015 AB44),False,80.2703167283,179.4898847799,1995-01-25 00:00:00.000000,1970-01-01 00:13:11.045400,earth,18.068443554,65046.3967943636,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
130,146,3715092-(2015 FW284),False,27.8326768072,62.2357573367,1995-01-25 00:00:00.000000,1970-01-01 00:13:11.002620,earth,12.9327582532,46557.9297115466, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
131,147,3827172-(2018 RC1),False,15.2951935344,34.201092472,1995-01-25 00:00:00.000000,1970-01-01 00:13:11.036760,earth,6.4970772547,23389.4781170659, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
132,148,2496816-496816 (1989 UP),True,211.1324447897,472.1064988055,1995-01-26 00:00:00.000000,1970-01-01 00:13:11.152800,earth,18.5649767737,66833.9163852563,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
133,150,3001825-(1989 UP),True,183.8886720703,411.1875710413,1995-01-26 00:00:00.000000,1970-01-01 00:13:11.107200,earth,18.5649764223,66833.9151204118,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
134,151,3019640-(1999 JE1),True,278.3267680719,622.3575733667,1995-01-26 00:00:00.000000,1970-01-01 00:13:11.107200,earth,36.9271608962,132937.7792264395, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
135,152,3555677-(2011 BX11),False,73.2073989347,163.696720474,1995-01-26 00:00:00.000000,1970-01-01 00:13:11.109300,earth,10.3152870051,37135.0332183913, An-asteroid-orbit-contained-entirely-within-the-orbit-of-the-Eart  
136,153,3591721-(2011 YH28),True,221.0828103591,494.3561926196,1995-01-26 00:00:00.000000,1970-01-01 00:13:11.104080,earth,28.9116973021,104082.1102876284,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
137,154,3727630-(2015 RE83),False,96.5061469579,215.7943048444,1995-01-26 00:00:00.000000,1970-01-01 00:13:11.125980,earth,12.4523583777,44828.490159598,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
138,156,2162922-162922 (2001 OY13),True,183.8886720703,411.1875710413,1995-01-26 00:00:00.000000,1970-01-01 00:13:11.106540,earth,7.1673309964,25802.3915869233,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
139,157,2508774-508774 (1999 JE1),True,291.4439045349,651.6883821679,1995-01-26 00:00:00.000000,1970-01-01 00:13:11.112300,earth,36.9271610612,132937.7798204377, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
140,158,3742340-(2016 CJ136),False,127.2198785394,284.4722965033,1995-01-26 00:00:00.000000,1970-01-01 00:13:11.127840,earth,16.1281080333,58061.1889197817,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
141,159,3759745-(2016 SN2),False,175.6123184804,392.6810818086,1995-01-26 00:00:00.000000,1970-01-01 00:13:11.137860,earth,34.1722014834,123019.925340191, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
142,160,3638237-(2013 JN7),True,167.7084621628,375.0075217981,1995-01-23 00:00:00.000000,1970-01-01 00:13:10.904040,earth,17.4160515605,62697.7856179688, An-asteroid-orbit-contained-entirely-within-the-orbit-of-the-Eart  
143,161,3726014-(2015 PR228),True,291.4439045349,651.6883821679,1995-01-23 00:00:00.000000,1970-01-01 00:13:10.872360,earth,15.4442462523,55599.2865082174, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
144,162,2340666-340666 (2006 RO36),False,732.0739893473,1636.96720474,1995-01-23 00:00:00.000000,1970-01-01 00:13:10.877220,earth,13.4515927281,48425.7338209944, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
145,163,2418265-418265 (2008 EA32),False,1394.9382293439,3119.1767052261,1995-01-23 00:00:00.000000,1970-01-01 00:13:10.864740,earth,18.3184771336,65946.5176808448, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
146,164,3378868-(2007 ML13),False,253.8370293645,567.5968528656,1995-01-23 00:00:00.000000,1970-01-01 00:13:10.861920,earth,10.2254751657,36811.7105963641,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
147,165,3989181-(2020 BA8),False,84.0146411251,187.862448661,1995-01-23 00:00:00.000000,1970-01-01 00:13:10.833300,earth,26.7410738185,96267.8657464297, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
148,166,3092136-(1995 DV1),False,66.7659413495,149.2931834393,1995-01-24 00:00:00.000000,1970-01-01 00:13:10.962120,earth,10.1853480584,36667.2530102342,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
149,167,3837908-(2019 AN13),False,183.8886720703,411.1875710413,1995-01-24 00:00:00.000000,1970-01-01 00:13:10.933740,earth,4.5464176773,16367.1036381088, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
150,168,3520755-(2010 JU39),True,319.5618867213,714.5621017269,1995-01-24 00:00:00.000000,1970-01-01 00:13:10.934400,earth,29.0975746576,104751.2687672923, An-asteroid-orbit-contained-entirely-within-the-orbit-of-the-Eart  
151,169,2494999-494999 (2010 JU39),True,305.1792325939,682.4015094011,1995-01-24 00:00:00.000000,1970-01-01 00:13:10.969980,earth,29.0975653046,104751.2350965809, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
152,171,3759724-(2016 SA2),False,6.0891262211,13.6157001539,1995-01-24 00:00:00.000000,1970-01-01 00:13:10.954020,earth,6.9725764248,25101.2751293536,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
153,172,3767264-(2017 BS32),False,9.6506146958,21.5794304844,1995-01-24 00:00:00.000000,1970-01-01 00:13:10.927860,earth,20.4060831379,73461.8992964429,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
154,173,3484929-(2010 AJ3),False,33.4622374455,74.8238376074,1995-01-24 00:00:00.000000,1970-01-01 00:13:10.950780,earth,19.6716930299,70818.0949077268, An-asteroid-orbit-contained-entirely-within-the-orbit-of-the-Eart  
155,174,3365986-(2007 AV2),True,160.1603379786,358.1294030194,1995-01-24 00:00:00.000000,1970-01-01 00:13:10.982100,earth,23.8683562881,85926.0826372644,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
156,175,3405174-(2008 ED8),False,44.1118199997,98.6370281305,1995-02-04 00:00:00.000000,1970-01-01 00:13:11.888760,earth,13.3177213241,47943.7967668918, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
157,176,3792431-(2017 XT61),False,60.8912622106,136.1570015386,1995-02-04 00:00:00.000000,1970-01-01 00:13:11.858220,earth,9.3593034274,33693.4923385536,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
158,178,3511508-(2010 CW180),False,253.8370293645,567.5968528656,1995-02-05 00:00:00.000000,1970-01-01 00:13:11.980260,earth,11.657770373,41967.973342669, An-asteroid-orbit-contained-entirely-within-the-orbit-of-the-Eart  
159,180,3781883-(2017 SN14),False,461.9074602816,1032.8564805039,1995-02-05 00:00:00.000000,1970-01-01 00:13:12.008220,earth,15.8578599967,57088.2959882395,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
160,181,2403039-403039 (2008 AE),False,305.1792325939,682.4015094011,1995-02-05 00:00:00.000000,1970-01-01 00:13:11.985900,earth,6.0784978136,21882.5921288516, An-asteroid-orbit-contained-entirely-within-the-orbit-of-the-Eart  
161,182,2417210-417210 (2005 XV77),False,201.6299194428,450.8582061718,1995-02-05 00:00:00.000000,1970-01-01 00:13:11.998080,earth,18.8874457375,67994.8046550187,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
162,183,3309092-(2005 YR3),False,63.7609789875,142.5738833281,1995-02-05 00:00:00.000000,1970-01-01 00:13:11.988900,earth,21.7872877584,78434.2359302324,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
163,184,3428255-(2008 SD85),False,69.9125232246,156.3291544087,1995-02-05 00:00:00.000000,1970-01-01 00:13:11.952720,earth,17.3712451557,62536.4825605686,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
164,185,3660383-(2014 CE),False,11.0803882126,24.7765012606,1995-02-02 00:00:00.000000,1970-01-01 00:13:11.691780,earth,13.4842097626,48543.1551454144, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
165,186,3092135-(1995 CS),False,21.113244479,47.2106498806,1995-02-02 00:00:00.000000,1970-01-01 00:13:11.724000,earth,24.8346391163,89404.7008187466,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
166,188,3437805-(2008 VR4),False,66.7659413495,149.2931834393,1995-02-02 00:00:00.000000,1970-01-01 00:13:11.735040,earth,8.3904973465,30205.7904472893, An-asteroid-orbit-contained-entirely-within-the-orbit-of-the-Eart  
167,189,3730580-(2015 TY237),True,133.2155666981,297.8790627982,1995-02-02 00:00:00.000000,1970-01-01 00:13:11.768940,earth,14.6181287101,52625.2633562682, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
168,190,3703542-(2015 AE44),False,31.9561886721,71.4562101727,1995-02-03 00:00:00.000000,1970-01-01 00:13:11.835960,earth,6.7460042913,24285.6154486303, An-asteroid-orbit-contained-entirely-within-the-orbit-of-the-Eart  
169,191,3780765-(2017 QB2),False,35.0392641108,78.3501764334,1995-02-03 00:00:00.000000,1970-01-01 00:13:11.803260,earth,6.6223534637,23840.472469422, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
170,193,3708364-(2015 BP509),False,7.3207398935,16.3696720474,1995-02-03 00:00:00.000000,1970-01-01 00:13:11.797920,earth,25.7737656571,92785.5563657094, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
171,194,3843842-(2019 RL3),False,127.2198785394,284.4722965033,1995-02-03 00:00:00.000000,1970-01-01 00:13:11.791920,earth,17.0563194182,61402.7499056338, An-asteroid-orbit-contained-entirely-within-the-orbit-of-the-Eart  
172,195,2455176-455176 (1999 VF22),True,192.5550781879,430.566244241,1995-02-01 00:00:00.000000,1970-01-01 00:13:11.597340,earth,40.5274283635,145898.7421084301, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
173,196,3472700-(2009 UZ87),False,17.561231848,39.2681081809,1995-02-01 00:00:00.000000,1970-01-01 00:13:11.658360,earth,18.6971068429,67309.5846344717,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
174,197,3767325-(2017 BK92),True,192.5550781879,430.566244241,1995-02-01 00:00:00.000000,1970-01-01 00:13:11.679360,earth,35.0340043592,126122.4156930422,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
175,198,3840753-(2019 FY2),False,8.801465209,19.6806745089,1995-02-01 00:00:00.000000,1970-01-01 00:13:11.649660,earth,16.5295257061,59506.2925419208,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
176,199,3825584-(2018 NR1),False,31.9561886721,71.4562101727,1995-02-01 00:00:00.000000,1970-01-01 00:13:11.626680,earth,9.3495624665,33658.4248794278,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
177,200,3780805-(2017 QN16),False,127.2198785394,284.4722965033,1995-02-01 00:00:00.000000,1970-01-01 00:13:11.672820,earth,7.7078305278,27748.1899001228,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
178,202,2387648-387648 (2002 RT25),False,350.3926411083,783.5017643338,1995-01-30 00:00:00.000000,1970-01-01 00:13:11.432400,earth,15.7296446272,56626.7206579171,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
179,203,3797908-(2018 BK5),False,63.7609789875,142.5738833281,1995-01-30 00:00:00.000000,1970-01-01 00:13:11.477820,earth,15.9653601056,57475.2963802219, An-asteroid-orbit-contained-entirely-within-the-orbit-of-the-Eart  
180,204,3775044-(2017 KP27),False,18.388867207,41.1187571041,1995-01-30 00:00:00.000000,1970-01-01 00:13:11.500140,earth,5.2075876342,18747.3154832336, An-asteroid-orbit-contained-entirely-within-the-orbit-of-the-Eart  
181,205,3170203-(2003 YX1),True,175.6123184804,392.6810818086,1995-01-31 00:00:00.000000,1970-01-01 00:13:11.539200,earth,6.4129404844,23086.5857437658,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
182,206,3368734-(2007 DH8),False,27.8326768072,62.2357573367,1995-01-31 00:00:00.000000,1970-01-01 00:13:11.515980,earth,9.923215131,35723.5744716026,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
183,207,3752779-(2016 JZ5),False,10.5816885933,23.6613750114,1995-01-31 00:00:00.000000,1970-01-01 00:13:11.568720,earth,16.4781785233,59321.4426840186, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
184,208,2508908-508908 (2003 YX1),True,175.6123184804,392.6810818086,1995-01-31 00:00:00.000000,1970-01-01 00:13:11.593500,earth,6.4129404807,23086.5857304812,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
185,209,3278402-(2005 KA),False,30.5179232594,68.2401509401,1995-01-31 00:00:00.000000,1970-01-01 00:13:11.554080,earth,4.2343745681,15243.7484451027,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
186,210,3323934-(2006 DX),False,44.1118199997,98.6370281305,1995-01-31 00:00:00.000000,1970-01-01 00:13:11.556720,earth,3.7577068852,13527.7447866089, An-asteroid-orbit-contained-entirely-within-the-orbit-of-the-Eart  
187,212,3989251-(2020 BA11),False,122.787731711,274.5617149089,1995-01-31 00:00:00.000000,1970-01-01 00:13:11.565540,earth,22.4430609927,80795.0195737844, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
188,213,3989211-(2020 BL9),False,76.410840459,170.8598334843,1995-01-31 00:00:00.000000,1970-01-01 00:13:11.568780,earth,13.9867238342,50352.2058030358, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
189,214,3446396-(2009 CT5),False,461.9074602816,1032.8564805039,1995-02-08 00:00:00.000000,1970-01-01 00:13:12.248100,earth,39.6053279147,142579.1804929074,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
190,216,3764806-(2016 WU7),False,24.2412481101,54.2050786336,1995-02-08 00:00:00.000000,1970-01-01 00:13:12.274980,earth,25.2112885871,90760.6389134336,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
191,217,3837976-(2019 BR1),False,201.6299194428,450.8582061718,1995-02-08 00:00:00.000000,1970-01-01 00:13:12.241260,earth,16.3037277839,58693.4200219309,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
192,218,3381448-(2007 PV27),True,242.4124811008,542.0507863358,1995-02-09 00:00:00.000000,1970-01-01 00:13:12.292740,earth,14.9377142983,53775.771473867,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
193,219,3550089-(2010 UY7),False,5.3034072332,11.8587790858,1995-02-09 00:00:00.000000,1970-01-01 00:13:12.368040,earth,6.2443682031,22479.7255313062,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
194,220,3309829-(2005 YL128),False,183.8886720703,411.1875710413,1995-02-09 00:00:00.000000,1970-01-01 00:13:12.347520,earth,13.2817427849,47814.2740256807,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
195,221,3837987-(2019 BO2),False,16.0160337979,35.8129403019,1995-02-09 00:00:00.000000,1970-01-01 00:13:12.342660,earth,24.8346139002,89404.6100407693,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
196,222,3560054-(2011 FK1),False,48.3676488219,108.1533506775,1995-02-06 00:00:00.000000,1970-01-01 00:13:12.087240,earth,7.5248159935,27089.3375767437, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
197,223,3684006-(2014 QV296),False,46.1907460282,103.2856480504,1995-02-06 00:00:00.000000,1970-01-01 00:13:12.096840,earth,21.7373225662,78254.3612381832, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
198,224,2413260-413260 (2003 TL4),True,350.3926411083,783.5017643338,1995-02-06 00:00:00.000000,1970-01-01 00:13:12.029340,earth,16.1419653325,58111.0751970367, An-asteroid-orbit-contained-entirely-within-the-orbit-of-the-Eart  
199,225,3831614-(2018 TM3),False,3.0517923259,6.824015094,1995-02-06 00:00:00.000000,1970-01-01 00:13:12.114780,earth,6.5666597054,23639.9749394382, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
200,226,3438964-(2008 VA15),False,48.3676488219,108.1533506775,1995-02-07 00:00:00.000000,1970-01-01 00:13:12.185820,earth,2.6374923873,9494.9725943107, An-asteroid-orbit-contained-entirely-within-the-orbit-of-the-Eart  
201,227,3838082-(2019 BF5),True,139.4938229344,311.9176705226,1995-02-07 00:00:00.000000,1970-01-01 00:13:12.134160,earth,32.12017274,115632.6218639942, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
202,228,3422140-(2008 OS7),True,221.0828103591,494.3561926196,1995-02-07 00:00:00.000000,1970-01-01 00:13:12.155580,earth,16.1459712276,58125.4964194507,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
203,229,3507181-(2010 CT),False,253.8370293645,567.5968528656,1995-02-07 00:00:00.000000,1970-01-01 00:13:12.151800,earth,30.1020291698,108367.305011348, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
204,230,3724111-(2015 NA14),False,105.8168859331,236.6137501138,1995-02-07 00:00:00.000000,1970-01-01 00:13:12.138120,earth,5.2364151536,18851.0945531114, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
205,231,3398650-(2007 YO56),False,253.8370293645,567.5968528656,1995-02-11 00:00:00.000000,1970-01-01 00:13:12.508500,earth,10.4274035158,37538.6526569696,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
206,233,3734189-(2015 VO66),True,201.6299194428,450.8582061718,1995-02-11 00:00:00.000000,1970-01-01 00:13:12.489600,earth,29.681640603,106853.9061708626,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
207,234,2512234-512234 (2015 VO66),True,211.1324447897,472.1064988055,1995-02-11 00:00:00.000000,1970-01-01 00:13:12.531240,earth,29.6821345454,106855.6843635937,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
208,235,3829436-(2018 RB6),False,18.388867207,41.1187571041,1995-02-11 00:00:00.000000,1970-01-01 00:13:12.496560,earth,23.8783896507,85962.20274257,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
209,236,3838779-(2019 CQ5),False,8.4053340207,18.7948982439,1995-02-11 00:00:00.000000,1970-01-01 00:13:12.480960,earth,10.5302108604,37908.7590974166,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
210,237,3781463-(2017 RV15),False,101.054341542,225.9643771094,1995-02-12 00:00:00.000000,1970-01-01 00:13:12.565380,earth,13.9092558468,50073.321048304, An-asteroid-orbit-contained-entirely-within-the-orbit-of-the-Eart  
211,238,3182823-(2004 KG1),False,40.2304579834,89.9580388169,1995-02-12 00:00:00.000000,1970-01-01 00:13:12.627120,earth,15.4199862136,55511.9503688952, An-asteroid-orbit-contained-entirely-within-the-orbit-of-the-Eart  
212,239,3798998-(2018 CH),False,13.9493822934,31.1917670523,1995-02-10 00:00:00.000000,1970-01-01 00:13:12.402240,earth,23.1366523178,83291.9483439346, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
213,240,2154275-154275 (2002 SR41),True,253.8370293645,567.5968528656,1995-02-10 00:00:00.000000,1970-01-01 00:13:12.439920,earth,18.8377199661,67815.791878, An-asteroid-orbit-contained-entirely-within-the-orbit-of-the-Eart  
214,241,3289746-(2005 RK3),False,48.3676488219,108.1533506775,1995-02-10 00:00:00.000000,1970-01-01 00:13:12.445080,earth,7.2711243501,26176.0476603888,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
215,243,3770329-(2017 EM),False,18.388867207,41.1187571041,1995-02-19 00:00:00.000000,1970-01-01 00:13:13.226040,earth,16.549422586,59577.921309591, An-asteroid-orbit-contained-entirely-within-the-orbit-of-the-Eart  
216,244,3799712-(2018 DT),False,10.1054341542,22.5964377109,1995-02-19 00:00:00.000000,1970-01-01 00:13:13.216020,earth,2.8293700894,10185.7323219304, Near-Earth-asteroid-orbits-similar-to-that-of-1221-Amor  
217,245,3557485-(2011 CX46),False,101.054341542,225.9643771094,1995-02-19 00:00:00.000000,1970-01-01 00:13:13.204860,earth,28.5520254067,102787.2914641726,  Near-Earth-asteroid-orbits-which-cross-the-Earth’s-orbit-similar-to-that-of-1862-Apollo 
218,246,2275792-275792 (2001 QH142),False,555.334911581,1241.766612574,1995-02-17 00:00:00.000000,1970-01-01 00:13:12.990540,earth,15.6006738164,56162.425739076,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
219,247,3422250-(2008 OP8),True,305.1792325939,682.4015094011,1995-02-17 00:00:00.000000,1970-01-01 00:13:13.054980,earth,19.7511350029,71104.0860104116,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
220,248,3648878-(2013 TG6),False,12.7219878539,28.4472296503,1995-02-17 00:00:00.000000,1970-01-01 00:13:13.011240,earth,2.3445187289,8440.2674240647,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
221,249,3773659-(2017 FQ128),False,127.2198785394,284.4722965033,1995-02-17 00:00:00.000000,1970-01-01 00:13:13.028460,earth,9.9943074343,35979.5067635619,  Near-Earth-asteroid-orbits-similar-to-that-of-2062-Aten  
